"UF";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Voto em trânsito";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"PE";"Deputado Federal";"4040";"JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS";"JOÃO CAMPOS";"PSB";"PSB / PC do B / MDB / PSD";"1";"Eleito";"460387";"0";"4331764";"10,63";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1310";"MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR";"MARÍLIA ARRAES";"PT";"PT";"1";"Eleito";"193108";"0";"4331764";"4,46";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"2020";"ANDRE FERREIRA RODRIGUES";"ANDRE FERREIRA";"PSC";"PTB / DEM / PSDB / PSC / PRB / PODE / PPS";"1";"Eleito";"175834";"0";"4331764";"4,06";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"2233";"SEBASTIÃO IGNACIO DE OLIVEIRA JUNIOR";"SEBASTIÃO OLIVEIRA";"PR";"PP / PR / SOLIDARIEDADE / PMN";"1";"Eleito";"129978";"0";"4331764";"3";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"5151";"FRANCISCO EURICO DA SILVA";"PASTOR EURICO";"PATRI";"PATRI";"1";"Eleito";"125025";"0";"4331764";"2,89";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"5555";"ANDRE CARLOS ALVES DE PAULA FILHO";"ANDRE DE PAULA";"PSD";"PSB / PC do B / MDB / PSD";"1";"Eleito";"118641";"0";"4331764";"2,74";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1717";"LUCIANO CALDAS BIVAR";"LUCIANO BIVAR";"PSL";"PSL / PRTB / PHS / PV";"1";"Eleito";"117943";"0";"4331764";"2,72";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"4004";"FELIPE AUGUSTO LYRA CARRERAS";"FELIPE CARRERAS";"PSB";"PSB / PC do B / MDB / PSD";"1";"Eleito";"114268";"0";"4331764";"2,64";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1111";"EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA";"EDUARDO DA FONTE";"PP";"PP / PR / SOLIDARIEDADE / PMN";"1";"Eleito";"113640";"0";"4331764";"2,62";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1010";"SILVIO SERAFIM COSTA FILHO";"SILVIO COSTA FILHO";"PRB";"PTB / DEM / PSDB / PSC / PRB / PODE / PPS";"1";"Eleito";"109185";"0";"4331764";"2,52";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"2323";"DANIEL PIRES COELHO";"DANIEL COELHO";"PPS";"PTB / DEM / PSDB / PSC / PRB / PODE / PPS";"1";"Eleito";"97745";"0";"4331764";"2,26";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"2501";"FERNANDO BEZERRA DE SOUZA COELHO FILHO";"FERNANDO FILHO";"DEM";"PTB / DEM / PSDB / PSC / PRB / PODE / PPS";"1";"Eleito";"92188";"0";"4331764";"2,13";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"4010";"DANILO JORGE DE BARROS CABRAL";"DANILO CABRAL";"PSB";"PSB / PC do B / MDB / PSD";"1";"Eleito";"91635";"0";"4331764";"2,12";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1515";"RAUL JEAN LOUIS HENRY JUNIOR";"RAUL HENRY";"MDB";"PSB / PC do B / MDB / PSD";"1";"Eleito";"87585";"0";"4331764";"2,02";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1234";"WOLNEY QUEIROZ MACIEL";"WOLNEY QUEIROZ";"PDT";"PROS / AVANTE / PDT";"1";"Eleito";"82592";"0";"4331764";"1,91";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1190";"FERNANDO MONTEIRO DE ALBUQUERQUE";"FERNANDO MONTEIRO";"PP";"PP / PR / SOLIDARIEDADE / PMN";"1";"Eleito";"82071";"0";"4331764";"1,89";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"4000";"LUIZ GONZAGA PATRIOTA";"GONZAGA PATRIOTA";"PSB";"PSB / PC do B / MDB / PSD";"1";"Eleito";"80498";"0";"4331764";"1,86";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"7777";"AUGUSTO RODRIGUES COUTINHO DE MELO";"AUGUSTO COUTINHO";"SOLIDARIEDADE";"PP / PR / SOLIDARIEDADE / PMN";"1";"Eleito";"77817";"0";"4331764";"1,8";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1212";"TÚLIO GADELHA SALES DE MELO";"TÚLIO GADÊLHA";"PDT";"PROS / AVANTE / PDT";"1";"Eleito";"75642";"0";"4331764";"1,75";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1919";"RICARDO TEOBALDO CAVALCANTI";"RICARDO TEOBALDO";"PODE";"PTB / DEM / PSDB / PSC / PRB / PODE / PPS";"1";"Eleito";"73551";"0";"4331764";"1,7";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1314";"JOSÉ CARLOS VERAS DOS SANTOS";"CARLOS VERAS";"PT";"PT";"1";"Eleito";"72005";"0";"4331764";"1,66";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"1012";"OSSESIO JOSE DA SILVA";"BISPO OSSESIO";"PRB";"PTB / DEM / PSDB / PSC / PRB / PODE / PPS";"1";"Eleito";"65939";"0";"4331764";"1,52";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"6513";"RENILDO VASCONCELOS CALHEIROS";"RENILDO CALHEIROS";"PC do B";"PSB / PC do B / MDB / PSD";"1";"Eleito";"57919";"0";"4331764";"1,34";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"4020";"FRANCISCO TADEU BARBOSA DE ALENCAR";"TADEU ALENCAR";"PSB";"PSB / PC do B / MDB / PSD";"1";"Eleito";"53597";"0";"4331764";"1,24";"07/11/2018 16:15:05"
"PE";"Deputado Federal";"3131";"FERNANDO RODOLFO TENORIO DE VASCONCELOS";"FERNANDO RODOLFO";"PHS";"PSL / PRTB / PHS / PV";"1";"Eleito";"52824";"0";"4331764";"1,22";"07/11/2018 16:15:05"
"PI";"Deputado Federal";"1311";"REJANE RIBEIRO SOUSA DIAS";"REJANE DIAS";"PT";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"138800";"0";"1787802";"7,76";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"2222";"FÁBIO ABREU COSTA";"CAPITÃO FÁBIO ABREU";"PR";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"132719";"0";"1787802";"7,42";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"1313";"FRANCISCO DE ASSIS CARVALHO GONÇALVES";"ASSIS CARVALHO";"PT";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"129623";"0";"1787802";"7,25";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"1212";"FLAVIO RODRIGUES NOGUEIRA";"FLAVIO NOGUEIRA";"PDT";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"111672";"0";"1787802";"6,25";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"5555";"JULIO CESAR DE CARVALHO LIMA";"JÚLIO CESAR";"PSD";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"110804";"0";"1787802";"6,2";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"1111";"IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA";"IRACEMA PORTELLA";"PP";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"96277";"0";"1787802";"5,39";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"1122";"MARGARETE DE CASTRO COELHO";"MARGARETE COELHO";"PP";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"76338";"0";"1787802";"4,27";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"1515";"MARCOS AURELIO PADUA RIBEIRO GONÇALVES DE SAMPAIO";"MARCOS AURELIO SAMPAIO";"MDB";"MDB / PP / PTB / PC do B / PR / PDT / PSD / PT";"1";"Eleito";"73302";"0";"1787802";"4,1";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"3636";"MARINA SANTOS BATISTA DIAS";"DRA. MARINA";"PTC";"PMN / PRB / SOLIDARIEDADE / PPL / PTC";"1";"Eleito";"70828";"0";"1787802";"3,96";"08/10/2018 00:23:40"
"PI";"Deputado Federal";"4040";"ÁTILA FREITAS LIRA";"ÁTILA LIRA";"PSB";"PSDB / PSB / DEM";"1";"Eleito";"54095";"0";"1787802";"3,03";"08/10/2018 00:23:40"
"PR";"Deputado Federal";"5590";"GILSON CARDOSO FAHUR";"SARGENTO FAHUR";"PSD";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"314963";"0";"5731922";"5,49";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1777";"LUIS FELIPE BONATTO FRANCISCHINI";"FELIPE FRANCISCHINI";"PSL";"PSL / PTC / PATRI";"1";"Eleito";"241537";"0";"5731922";"4,21";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1313";"GLEISI HELENA HOFFMANN";"GLEISI LULA";"PT";"PT";"1";"Eleito";"212513";"0";"5731922";"3,71";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1080";"LUIZ GOULARTE ALVES";"LUIZÃO GOULART";"PRB";"PRB / PHS / AVANTE";"1";"Eleito";"141730";"0";"5731922";"2,47";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"5555";"SANDRO ALEX CRUZ DE OLIVEIRA";"SANDRO ALEX";"PSD";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"124512";"0";"5731922";"2,17";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"4300";"LEANDRE DAL PONTE";"LEANDRE";"PV";"PV";"1";"Eleito";"123958";"0";"5731922";"2,16";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"2020";"PAULO EDUARDO LIMA MARTINS";"PAULO MARTINS";"PSC";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"118754";"0";"5731922";"2,07";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1234";"GUSTAVO BONATO FRUET";"GUSTAVO FRUET";"PDT";"MDB / PDT / SOLIDARIEDADE / PC do B";"1";"Eleito";"113252";"0";"5731922";"1,98";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"2200";"FERNANDO LUCIO GIACOBO";"GIACOBO";"PR";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"111384";"0";"5731922";"1,94";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1540";"HERMES PARCIANELLO";"HERMES FRANGÃO PARCIANELLO";"MDB";"MDB / PDT / SOLIDARIEDADE / PC do B";"1";"Eleito";"110717";"0";"5731922";"1,93";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"2233";"CHRISTIANE DE SOUZA YARED";"CHRISTIANE YARED";"PR";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"107636";"0";"5731922";"1,88";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1919";"DIEGO ALEXSANDER GONÇALO PAULA GARCIA";"DIEGO GARCIA";"PODE";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"103154";"0";"5731922";"1,8";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"4040";"LUCIANO DUCCI";"LUCIANO DUCCI";"PSB";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"98214";"0";"5731922";"1,71";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"4012";"ALIEL MACHADO BARK";"ALIEL MACHADO";"PSB";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"95386";"0";"5731922";"1,66";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1512";"SERGIO DE SOUZA";"SÉRGIO SOUZA";"MDB";"MDB / PDT / SOLIDARIEDADE / PC do B";"1";"Eleito";"94077";"0";"5731922";"1,64";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"5569";"NEY LEPREVOST NETO";"NEY LEPREVOST";"PSD";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"92399";"0";"5731922";"1,61";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"2505";"PEDRO DEBONI LUPION MELLO";"PEDRO LUPION";"DEM";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"92300";"0";"5731922";"1,61";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1414";"LUISA DOS SANTOS SILVEIRA";"LUISA CANZIANI";"PTB";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"90249";"0";"5731922";"1,57";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"9000";"EMERSON MIGUEL PETRIV";"BOCA ABERTA";"PROS";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"90158";"0";"5731922";"1,57";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1151";"RICARDO JOSE MAGALHÃES BARROS";"RICARDO BARROS";"PP";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"80025";"0";"5731922";"1,4";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1310";"JOSE CARLOS BECKER DE OLIVEIRA E SILVA";"ZECA DIRCEU";"PT";"PT";"1";"Eleito";"77306";"0";"5731922";"1,35";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"2300";"RUBENS BUENO";"RUBENS BUENO";"PPS";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"76471";"0";"5731922";"1,33";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1122";"JOSE CARLOS SCHIAVINATO";"SCHIAVINATO";"PP";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"75540";"0";"5731922";"1,32";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1700";"FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO";"FILIPE BARROS";"PSL";"PSL / PTC / PATRI";"1";"Eleito";"75326";"0";"5731922";"1,31";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"2222";"LUIZ HILOSHI NISHIMORI";"LUIZ NISHIMORI";"PR";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"73344";"0";"5731922";"1,28";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"9090";"ANTONIO WANDSCHEER";"TONINHO WANDSCHEER";"PROS";"PP / PTB / DEM / PMN / PMB / PSB / PSDB / PROS";"1";"Eleito";"72475";"0";"5731922";"1,26";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"5577";"NELSI COGUETTO MARIA";"VERMELHO";"PSD";"PSD / PSC / PR / PPS / PODE";"1";"Eleito";"70001";"0";"5731922";"1,22";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1330";"ENIO JOSÉ VERRI";"ENIO VERRI";"PT";"PT";"1";"Eleito";"62169";"0";"5731922";"1,08";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1010";"JOSE AROLDO SOUZA MARTINS";"AROLDO MARTINS";"PRB";"PRB / PHS / AVANTE";"1";"Eleito";"52572";"0";"5731922";",92";"07/10/2018 22:37:32"
"PR";"Deputado Federal";"1717";"ALINE SLEUTJES";"ALINE SLEUTJES";"PSL";"PSL / PTC / PATRI";"1";"Eleito";"33628";"0";"5731922";",59";"07/10/2018 22:37:32"
"RJ";"Deputado Federal";"1720";"HELIO FERNANDO BARBOSA LOPES";"HELIO FERNANDO BARBOSA LOPES";"PSL";"PSL";"1";"Eleito";"345234";"0";"7733626";"4,46";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"5050";"MARCELO RIBEIRO FREIXO";"MARCELO FREIXO";"PSOL";"PSOL / PCB";"1";"Eleito";"342491";"0";"7733626";"4,43";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"4040";"ALESSANDRO LUCCIOLA MOLON";"ALESSANDRO MOLON";"PSB";"PDT / PSB";"1";"Eleito";"227914";"0";"7733626";"2,95";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1777";"CARLOS ROBERTO COELHO DE MATTOS JÚNIOR";"CARLOS JORDY";"PSL";"PSL";"1";"Eleito";"204048";"0";"7733626";"2,64";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"5593";"FLORDELIS DOS SANTOS DE SOUZA";"FLORDELIS";"PSD";"PSD";"1";"Eleito";"196959";"0";"7733626";"2,55";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1545";"DANIELA MOTE DE SOUZA CARNEIRO";"DANIELA DO WAGUINHO";"MDB";"DEM / MDB / PP / PTB";"1";"Eleito";"136286";"0";"7733626";"1,76";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2050";"OTONI MOURA DE PAULO JUNIOR";"OTONI DE PAULA";"PSC";"PSC / PROS";"1";"Eleito";"120498";"0";"7733626";"1,56";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1717";"LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA";"LUIZ LIMA ";"PSL";"PSL";"1";"Eleito";"115119";"0";"7733626";"1,49";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"5077";"TALIRIA PETRONE SOARES";"TALÍRIA PETRONE";"PSOL";"PSOL / PCB";"1";"Eleito";"107317";"0";"7733626";"1,39";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1793";"ANTÔNIO DA LUZ FURTADO";"DELEGADO ANTÔNIO FURTADO";"PSL";"PSL";"1";"Eleito";"104211";"0";"7733626";"1,35";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1177";"LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR";"DR. LUIZINHO";"PP";"DEM / MDB / PP / PTB";"1";"Eleito";"103745";"0";"7733626";"1,34";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2577";"SÓSTENES SILVA CAVALCANTE";"SÓSTENES";"DEM";"DEM / MDB / PP / PTB";"1";"Eleito";"94203";"0";"7733626";"1,22";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2587";"RODRIGO FELINTO IBARRA EPITÁCIO MAIA";"RODRIGO MAIA";"DEM";"DEM / MDB / PP / PTB";"1";"Eleito";"74232";"0";"7733626";",96";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"6565";"JANDIRA FEGHALI";"JANDIRA FEGHALI";"PC do B";"PT / PC do B";"1";"Eleito";"71646";"0";"7733626";",93";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"7733";"AUREO LIDIO MOREIRA RIBEIRO";"AUREO";"SOLIDARIEDADE";"SOLIDARIEDADE / PSDB / PPS";"1";"Eleito";"68414";"0";"7733626";",88";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1010";"WAGNER MONTES DOS SANTOS";"WAGNER MONTES";"PRB";"PRB";"1";"Eleito";"65868";"0";"7733626";",85";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1033";"ROSANGELA DE SOUZA GOMES ";"ROSANGELA GOMES ";"PRB";"PRB";"1";"Eleito";"63952";"0";"7733626";",83";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"5510";"HUGO LEAL MELO DA SILVA";"HUGO LEAL";"PSD";"PSD";"1";"Eleito";"63561";"0";"7733626";",82";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1798";"JOÃO CARLOS SOARES GURGEL";"SARGENTO GURGEL";"PSL";"PSL";"1";"Eleito";"62089";"0";"7733626";",8";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1515";"VINICIUS MEDEIROS FARAH";"VINÍCIUS FARAH";"MDB";"DEM / MDB / PP / PTB";"1";"Eleito";"57707";"0";"7733626";",75";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1746";"FABIANA SILVA DE SOUZA";"MAJOR FABIANA";"PSL";"PSL";"1";"Eleito";"57611";"0";"7733626";",74";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2501";"PEDRO PAULO CARVALHO TEIXEIRA";"PEDRO PAULO";"DEM";"DEM / MDB / PP / PTB";"1";"Eleito";"56646";"0";"7733626";",73";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2269";"ALTINEU CORTES FREITAS COUTINHO";"ALTINEU CORTES";"PR";"PODE / PR";"1";"Eleito";"55367";"0";"7733626";",72";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1516";"GUTEMBERG REIS DE OLIVEIRA";"GUTEMBERG REIS";"MDB";"DEM / MDB / PP / PTB";"1";"Eleito";"54573";"0";"7733626";",71";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"3030";"PAULO GUSTAVO GANIME ALVES TEIXEIRA";"PAULO GANIME";"NOVO";"NOVO";"1";"Eleito";"52983";"0";"7733626";",69";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2323";"MARCELO CALERO FARIA GARCIA";"MARCELO CALERO";"PPS";"SOLIDARIEDADE / PSDB / PPS";"1";"Eleito";"50533";"0";"7733626";",65";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2727";"LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA";"LUIZ ANTÔNIO";"DC";"PV / DC";"1";"Eleito";"50284";"0";"7733626";",65";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2222";"SORAYA ALENCAR DOS SANTOS";"SORAYA SANTOS";"PR";"PODE / PR";"1";"Eleito";"48328";"0";"7733626";",62";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1155";"CHRISTINO ÁUREO DA SILVA";"CHRISTINO AUREO";"PP";"DEM / MDB / PP / PTB";"1";"Eleito";"47101";"0";"7733626";",61";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1767";"FELÍCIO LATERÇA DE ALMEIDA";"FELÍCIO LATERÇA";"PSL";"PSL";"1";"Eleito";"47065";"0";"7733626";",61";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1752";"MÁRCIO DA SILVEIRA LABRE";"MÁRCIO LABRE";"PSL";"PSL";"1";"Eleito";"46934";"0";"7733626";",61";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"2500";"ROGERIO TEIXEIRA JUNIOR";"JUNINHO DO PNEU";"DEM";"DEM / MDB / PP / PTB";"1";"Eleito";"45087";"0";"7733626";",58";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1377";"BENEDITA SOUZA DA SILVA SAMPAIO ";"BENEDITA DA SILVA ";"PT";"PT / PC do B";"1";"Eleito";"44804";"0";"7733626";",58";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1789";"LOURIVAL GOMES DE ALMEIDA";"LOURIVAL GOMES";"PSL";"PSL";"1";"Eleito";"41307";"0";"7733626";",53";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"5080";"GLAUBER DE MEDEIROS BRAGA";"GLAUBER BRAGA";"PSOL";"PSOL / PCB";"1";"Eleito";"40199";"0";"7733626";",52";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"4488";"WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA";"WLADIMIR GAROTINHO";"PRP";"PRP";"1";"Eleito";"39398";"0";"7733626";",51";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1714";"CHRISTINE NOGUEIRA DOS REIS TONIETTO";"CHRIS TONIETTO";"PSL";"PSL";"1";"Eleito";"38525";"0";"7733626";",5";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"5570";"ALEXANDRE AUGUSTUS SERFIOTIS";"ALEXANDRE SERFIOTIS";"PSD";"PSD";"1";"Eleito";"37526";"0";"7733626";",49";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"9044";"CLARISSA GAROTINHO BARROS ASSED MATHEUS DE OLIVEIRA";"CLARISSA GARONTINHO";"PROS";"PSC / PROS";"1";"Eleito";"35131";"0";"7733626";",45";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1716";"JOZIEL FERREIRA CARLOS";"PROFESSOR JOZIEL";"PSL";"PSL";"1";"Eleito";"34274";"0";"7733626";",44";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1796";"DANIEL LUCIO DA SILVEIRA";"DANIEL SILVEIRA";"PSL";"PSL";"1";"Eleito";"31789";"0";"7733626";",41";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"3100";"GELSON DE AZEVEDO ALMEIDA";"GELSON AZEVEDO";"PHS";"PHS";"1";"Eleito";"28216";"0";"7733626";",36";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1210";"FRANCISCO JOSE D'ANGELO PINTO";"CHICO D'ANGELO";"PDT";"PDT / PSB";"1";"Eleito";"26417";"0";"7733626";",34";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"7070";"JOÃO FRANCISCO INÁCIO BRAZÃO";"CHIQUINHO BRAZÃO";"AVANTE";"PMN / AVANTE";"1";"Eleito";"25817";"0";"7733626";",33";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"1234";"PAULO SERGIO RAMOS BARBOZA";"PAULO RAMOS";"PDT";"PDT / PSB";"1";"Eleito";"25557";"0";"7733626";",33";"30/04/2019 15:24:48"
"RJ";"Deputado Federal";"5005";"JEAN WYLLYS DE MATOS SANTOS";"JEAN WYLLYS";"PSOL";"PSOL / PCB";"1";"Eleito";"24295";"0";"7733626";",31";"30/04/2019 15:24:48"
"RN";"Deputado Federal";"3666";"LUIZ BENES LEOCADIO DE ARAUJO";"BENES LEOCADIO";"PTC";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"125841";"0";"1618823";"7,77";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1311";"NATALIA BASTOS BONAVIDES";"NATALIA BONAVIDES";"PT";"PT / PC do B / PHS";"1";"Eleito";"112998";"0";"1618823";"6,98";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2222";"JOÃO DA SILVA MAIA";"JOÃO MAIA";"PR";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"93505";"0";"1618823";"5,78";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"4040";"RAFAEL HUETE DA MOTTA";"RAFAEL MOTTA";"PSB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"82791";"0";"1618823";"5,11";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1777";"ELIESER GIRAO MONTEIRO FILHO";"GENERAL GIRAO";"PSL";"SOLIDARIEDADE / PSL / DC / PV / PSC";"1";"Eleito";"81640";"0";"1618823";"5,04";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1511";"WALTER PEREIRA ALVES";"WALTER ALVES";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Eleito";"79333";"0";"1618823";"4,9";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1111";"CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO";"BETO";"PP";"PDT / PP / MDB / PODE / DEM";"1";"Eleito";"71092";"0";"1618823";"4,39";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5555";"FÁBIO SALUSTINO MESQUITA DE FARIA";"FÁBIO FARIA";"PSD";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Eleito";"70350";"0";"1618823";"4,35";"18/12/2018 12:38:35"
