"UF";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Voto em trânsito";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"SP";"Deputado Federal";"1055";"MILTON VIEIRA PINTO";"MILTON VIEIRA";"PRB";"PRB";"1";"Eleito";"77413";"0";"21130924";",37";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1710";"CARLA ZAMBELLI SALGADO";"CARLA ZAMBELLI";"PSL";"PSL";"1";"Eleito";"76306";"0";"21130924";",36";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"7777";"PAULO PEREIRA DA SILVA";"PAULINHO DA FORÇA";"SOLIDARIEDADE";"SOLIDARIEDADE";"1";"Eleito";"75613";"0";"21130924";",36";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"2244";"LUIZ CARLOS MOTTA";"LUIZ CARLOS MOTTA";"PR";"PR";"1";"Eleito";"75218";"0";"21130924";",36";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1717";"ROBERTO SEBASTIÃO PETERNELLI JUNIOR";"GENERAL PETERNELLI";"PSL";"PSL";"1";"Eleito";"74190";"0";"21130924";",35";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1022";"MARIA DO PARTO MENDES ROSAS";"MARIA ROSAS";"PRB";"PRB";"1";"Eleito";"71745";"0";"21130924";",34";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1390";"VICENTE PAULO DA SILVA";"VICENTINHO";"PT";"PT / PC do B";"1";"Eleito";"70645";"0";"21130924";",33";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1701";"PAULO SERGIO ABOU ANNI";"ABOU ANNI";"PSL";"PSL";"1";"Eleito";"69256";"0";"21130924";",33";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1358";"ALENCAR SANTANA BRAGA";"ALENCAR SANTANA";"PT";"PT / PC do B";"1";"Eleito";"67892";"0";"21130924";",32";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"6565";"ORLANDO SILVA DE JESUS JUNIOR";"ORLANDO SILVA";"PC do B";"PT / PC do B";"1";"Eleito";"64822";"0";"21130924";",31";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"3050";"ADRIANA MIGUEL VENTURA";"ADRIANA VENTURA";"NOVO";"NOVO";"1";"Eleito";"64341";"0";"21130924";",3";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1999";"ROBERTO ALVES DE LUCENA";"ROBERTO DE LUCENA";"PODE";"PMB / PHS / PODE";"1";"Eleito";"56033";"0";"21130924";",27";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1551";"HERCULANO CASTILHO PASSOS JUNIOR";"HERCULANO PASSOS";"MDB";"MDB";"1";"Eleito";"49653";"0";"21130924";",23";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"3000";"ALEXIS JOSEPH STEVERLYNCK FONTEYNE";"ALEXIS";"NOVO";"NOVO";"1";"Eleito";"45298";"0";"21130924";",21";"21/03/2019 15:24:10"
"SP";"Deputado Federal";"1790";"JOSÉ GUILHERME NEGRÃO PEIXOTO";"GUIGA PEIXOTO";"PSL";"PSL";"1";"Eleito";"31718";"0";"21130924";",15";"21/03/2019 15:24:10"
"TO";"Deputado Federal";"7788";"TIAGO BRAGA PEREIRA";"TIAGO DIMAS";"SOLIDARIEDADE";"PHS / AVANTE / PROS / DEM / PTC / PP / SOLIDARIEDADE / PATRI / PRB";"1";"Eleito";"71842";"0";"715942";"10,03";"07/10/2018 20:57:35"
"TO";"Deputado Federal";"2020";"OSIRES RODRIGUES DAMASO";"OSIRES DAMASO";"PSC";"PSB / PSDB / PR / PODE / MDB / PSC";"1";"Eleito";"58726";"0";"715942";"8,2";"07/10/2018 20:57:35"
"TO";"Deputado Federal";"2222";"VICENTE ALVES DE OLIVEIRA JUNIOR";"VICENTINHO JUNIOR";"PR";"PSB / PSDB / PR / PODE / MDB / PSC";"1";"Eleito";"49868";"0";"715942";"6,97";"07/10/2018 20:57:35"
"TO";"Deputado Federal";"7700";"ELI DIAS BORGES";"ELI BORGES";"SOLIDARIEDADE";"PHS / AVANTE / PROS / DEM / PTC / PP / SOLIDARIEDADE / PATRI / PRB";"1";"Eleito";"48812";"0";"715942";"6,82";"07/10/2018 20:57:35"
"TO";"Deputado Federal";"2525";"CARLOS HENRIQUE AMORIM";"CARLOS HENRIQUE GAGUIM";"DEM";"PHS / AVANTE / PROS / DEM / PTC / PP / SOLIDARIEDADE / PATRI / PRB";"1";"Eleito";"48012";"0";"715942";"6,71";"07/10/2018 20:57:35"
"TO";"Deputado Federal";"2580";"MARIA AUXILIADORA SEABRA REZENDE";"PROFESSORA DORINHA";"DEM";"PHS / AVANTE / PROS / DEM / PTC / PP / SOLIDARIEDADE / PATRI / PRB";"1";"Eleito";"48008";"0";"715942";"6,71";"07/10/2018 20:57:35"
"TO";"Deputado Federal";"1511";"DULCE FERREIRA PAGANI MIRANDA";"DULCE MIRANDA";"MDB";"PSB / PSDB / PR / PODE / MDB / PSC";"1";"Eleito";"40719";"0";"715942";"5,69";"07/10/2018 20:57:35"
"TO";"Deputado Federal";"1303";"CELIO ALVES DE MOURA";"CELIO MOURA";"PT";"PT / PC do B / PV / PSD / REDE";"1";"Eleito";"18167";"0";"715942";"2,54";"07/10/2018 20:57:35"
